id_1c;name;factory;country;amount;price;group;description
00000955301001620;Вука Вука таб. 550мг №20;Витамер ООО для Макиз Фарма;Россия;1;330;БАД общеукрепляющего действия для мужчин и женщин;
01000893701000693;Высокий каблук крем д/ног тонизирующий 75мл (уставшие ноги);Медикомед НПФ ООО;Россия;1;74;;
01000095701000192;Высокий каблук крем для ног антимоз. 75мл;Медикомед ООО НПФ;Россия;1;50;;
00000020800000018;Галазолин 0,05% фл. 10мл;Polfa;Польша;4;35.5;Симпатомиметики;
00000020700000018;Галазолин 0,1% фл. 10мл;Polfa;Польша;6;36.45;Симпатомиметики;
00000002300000003;Галидор амп. 2,5% 2мл №10;Egis;Венгрия;1;360;Прочие периферические вазодилататоры;
00000070400000003;Галидор таб. 100мг №50;Egis;Венгрия;3;290;Прочие периферические вазодилататоры;
00000539900000316;Галоперидол-Ратиофарм капли 2мг/мл фл. 30мл;Ratiopharm;Германия;1;138;Производные бутирофенона;
00000305700000104;Галстена капли д/внутр. прим. фл. 20мл;Bittner Richard Gmbh;Австрия;1;272;Комбинация препаратов для лечения заболеваний печени и желчевыводящих путей;
01000015200000104;Галстена Таб. №12;Bittner Richard Gmbh;Австрия;1;200;;
01000944101000351;Ганатон таб п/о 50мг №10;Abbott GmbH & Co.KG;Германия;1;235;;
01000719601001006;Ганатон таб п/о 50мг №40;Эббот Джапан Ко Лтд;Япония;1;490;;
01000850501001301;ГАРДЕКС аэр. от клещей 150мл Extreme;Tosvar S.R.L.;Италия;2;212;;
00000833100000619;ГАРДЕКС бальзам п/укус. 10мл Family с нат. плацентой;Руян ООО;Россия;3;136;Прочие инсектициды и репелленты;
00000849600000304;Гарциния форте таб. №80;Эвалар;Россия;1;143;БАД для лиц, контролирующих массу тела;
00000076900000053;Гастал таб. №60;Pliva;Хорватия;3;230;Антациды в комбинации с другими препаратами;
00000076901001570;Гастал таб. №60;ПЛИВА КРАКОВ, ФАРМАцЕВТИЧЕСКИЙ ЗАВОД А.О;Польша;3;230;Антациды в комбинации с другими препаратами;
01000028501000225;Гастрацид таб. №12;Натур Продукт Европа;Нидерланды;1;56;;
01001021601001720;Гастрофарм таб №18;Биовет АО;Болгария;2;115;;
00000688000000510;Гастрофарм таб. №6;Plastchim EAD;Болгария;1;48;Прочие противоязвенные препараты;
00000058900000061;Гастроцепин таб. 25мг №50;Boehringer Ingelheim;Германия;1;340;Прочие противоязвенные препараты;
01000003601000010;Гевискон сусп. д/приема внутрь (мятная) фл. 300мл №1;Reckitt Benckiser Healthcare (UK) Limited;Великобритания;1;231;;
01000015301000010;Гевискон сусп. д/приема внутрь мятная 150мл фл.;Reckitt Benckiser Healthcare (UK) Limited;Великобритания;2;140;;
01000989601000635;Гевискон таб. жев №32 мята;Reckitt Benckiser Healthcare - Великобри;Великобритания;2;145;;
01000845701001077;Гевискон табл №16 мята;Рекитт Бенкизер Хелскэр Интернешнл ЛТД;Великобритания;2;75;;
01000450801000635;Гевискон форте сусп вн. 10мл №20 мятная;Reckitt Benckiser Healthcare - Великобри;Великобритания;3;290;;
01000003701000010;Гевискон форте сусп. д/приема внутрь (мятная) фл. 150мл №1;Reckitt Benckiser Healthcare (UK) Limited;Великобритания;3;230;;
00000176400000068;Геделикс капли от кашля 50мл;Meuselbach Pharma;Германия;1;158;Другие комбинированные препараты, применяемые при простудных заболеваниях;
00000176500000068;Геделикс сироп от кашля 100мл;Meuselbach Pharma;Германия;3;185;Другие комбинированные препараты, применяемые при простудных заболеваниях;
00000087500000158;Гексавит др. №50;Марбиофарм;Россия;8;22;Поливитамины;
01000531300000200;Гексализ таб. №30;Bouchara Laboratoires;Франция;2;140;;
00000628100000071;Гексикон супп. вагин. №10;Нижфарм ОАО;Россия;2;242;Прочие антисептики и противомикробные препараты для лечения гинекологических заболеваний;
00000369000000286;Гексорал аэр. 0,2% фл. 40мл;Parke-Davis;Германия;5;240;Противомикробные препараты для местного применения при заболеваниях полости рта;
00000368900000286;Гексорал р-р 0,1% фл. 200мл;Parke-Davis;Германия;2;145;Противомикробные препараты для местного применения при заболеваниях полости рта;
01000703401001605;Гексорал Табс таб д/рассас. №20;Зольдан Холдинг+Бонбонспециалитетен ГмбХ;Германия;1;130;;
00000272300000239;Геломиртол форте капс. 300мг №20;Pohl Boskamp;Германия;1;215;Другие комбинированные препараты, применяемые при простудных заболеваниях;
00001081000000640;Гель "Радикулитный бальзам" д/массажа 75мл;Калина;Россия;5;35;Косметические товары;
01000830401001240;Гель SOS регенер с хитозан 65 мл раны+ожоги+ушибы);Пролек ООО/Экко плюс ООО;Россия;1;72;;
01000811001000313;Гель горчичный форте 75мл;Дина+ ООО;Россия;1;75;;
01000770701001075;Гель д/душа и ванны Здоровье 250мл;Фитопром ООО;Россия;1;190;;
01000806701000963;Гель д/душа очищ. с аром. спелой черешни 250мл;АВАНТА, ОАО;Россия;2;77.5;;
00001066300000874;Гель д/утолщения ногтей фл. 15мл с вит. В5 и Са;Frenchi Products, Inc.;Сша;1;93;Косметические товары;
01000971201001219;Гель для бритья Sensitive Skin (для чувствительной кожи) 200мл+Бальзам после бритья 3мл образец;Проктэр энд Гембл;Великобритания;2;172;;
01000967001001161;Гель желе д/душа Дед мороз 100мл (резин. упак.);ТРАМП ЭЛЕГАНТ;Китай;3;98;;
01000968501001161;Гель желе д/душа Зайчонок с сердечком 30мл (резин. упак.);ТРАМП ЭЛЕГАНТ;Китай;1;56;;
01000804701001161;Гель желе д/душа Коняшка 100мл (резин. упак.);ТРАМП ЭЛЕГАНТ;Китай;2;98.5;;
01000967101001161;Гель желе д/душа Снеговик 90мл (резин. упак.);ТРАМП ЭЛЕГАНТ;Китай;3;98;;
01000804901001161;Гель желе д/душа Тигр 100мл (резин. упак.);ТРАМП ЭЛЕГАНТ;Китай;1;98.5;;
01000301500000778;Гель ранозаживляющий "Апполо" 20г туба;Апполо;Россия;1;87;;
01000766901000063;Гель с экстрактом ромашки д/мытья детской посуды и бутылочек 450-4;Мир Детства ООО;Россия;1;83;;
01000052401000056;Гель Угрисепт д/лица 100мл;ТВИНС Тэк ЗАО;Россия;1;62;;
01000884901001359;Гель-бальзам после укусов насекомых 10мл;МИгАН-2000 ЗАО;Россия;1;53;;
01000761301000334;Гель-пенка для купания 250мл нейтрал;JOHNSON & JOHNSON;ГРЕЦИЯ;2;186;;
01000903000000888;Гель-смазка "Strawberry" 50мл;Эманси Лаборатория ЗАО;Россия;1;75;;
00000987800000783;Гель-смазка Contex Flash 100мл (возбуждающий);Vulkan;Чехия;1;297.5;Предметы санитарии и личной гигиены;
01000276401000412;Гель-смазка CONTEX FLASH 30 мл;КаТрин-Н ООО;Россия;1;110;;
01000537201000411;Гель-смазка CONTEX GREEN 30 мл;Altermed Corporation a.s;Чехия;1;110;;
00000988900000783;Гель-смазка Contex Long Love 100мл (продлевающий акт);Vulkan;Чехия;1;299;Предметы санитарии и личной гигиены;
01000537301000411;Гель-смазка CONTEX LONG LOVE 30 мл;Altermed Corporation a.s;Чехия;1;110;;
00000999500000783;Гель-смазка Contex Romantic 100мл (ароматизированный);Vulkan;Чехия;1;297.5;Предметы санитарии и личной гигиены;
01000276501000412;Гель-смазка CONTEX ROMANTIC 30 мл;КаТрин-Н ООО;Россия;1;110;;
01000276301000411;Гель-смазка Contex STRONG 100 мл;Altermed Corporation a.s;Чехия;1;299;;
01000276601000412;Гель-смазка CONTEX STRONG 30 мл;КаТрин-Н ООО;Россия;1;110;;
00001035900000783;Гель-смазка Contex Wave 100мл (увлажняющий);Vulkan;Чехия;1;273;Предметы санитарии и личной гигиены;
01000276701000412;Гель-смазка CONTEX WAVE 30 мл;КаТрин-Н ООО;Россия;1;110;;
01001008001000411;Гель-смазка Контекс SILK 100 мл;Altermed Corporation a.s;Чехия;1;300;;
00000553700000065;Гельминтокс сусп. д/приема внутрь 125мг/2,5мл фл. 15мл №1;Innotech;Франция;2;133.5;Производные тетрагидропиримидина;
00000045300000065;Гельминтокс таб. 250мг №3;Innotech;Франция;3;82;Производные тетрагидропиримидина;
01000978201001210;Гематоген "Народный" с витамином С 40,0;Сибирское Здоровье 2000 ООО;Россия;15;10;;
01000612800000692;Гематоген "Русский" детский 40г.;Фарм-Про ООО;Россия;5;11;;
01000074600000692;Гематоген "Русский" медовый 40г;Фарм-Про ООО;Россия;8;13;;
01000074700000692;Гематоген "Русский" новый с лесным орехом 40г;Фарм-Про ООО;Россия;20;15;;
01000074800000692;Гематоген "Русский" С 40 г;Фарм-Про ООО;Россия;18;11;;
01000074900000692;Гематоген "Русский" с кедр. орехом 40 г;Фарм-Про ООО;Россия;20;20;;
00000904400000692;Гематоген "Русский" с кокосом в шоколаде 40г (БАД);Фарм-Про ООО;Россия;18;17;Прочие стимуляторы гемопоэза;
00000474500000116;Гематоген "Феррогематоген" 50г;Уфимский витам.з-д;Россия;42;10;Прочие стимуляторы гемопоэза;
01001011500000692;Гематоген Детский Турбо пак цефл 35 г №1 школьник;Фарм-Про ООО;Россия;18;10;;
01000075000000420;Гематоген С-ВИТА 50 г;Генесс;Россия;1;12;;
01000993401000121;Гематоген фруктовый с изюмом 50г;Гемакон;Россия;4;13;;
01000049100000665;Гематогенка в глазури классическая 40г;Руссаль ООО;Россия;28;11;;
01000049200000665;Гематогенка в глазури с йодом 40г;Руссаль ООО;Россия;20;12;;
01001032400000665;Гематогенка витаминная 40,0;Руссаль ООО;Россия;17;14;;
01001021800000665;Гематогенка Кокосовая 40г;Руссаль ООО;Россия;4;16;;
01000832600000665;Гематогенка ореховая 40г;Руссаль ООО;Россия;24;12;;
00000130700000117;Гентамицина сульфат амп. 4% 2мл №10;Дальхимфарм;Россия;2;29;Прочие аминогликозиды;
00000438900000083;Гентамициновая мазь 0,1% 15г туба;Синтез;Россия;2;20;Прочие антибиотики для наружного применения;
00000406200000104;Гентос капли д/внутр. прим. фл. 50мл;Bittner Richard Gmbh;Австрия;1;459.5;Прочие препараты для лечения урологических заболеваний;
01000734300000668;Генферон 1млнМЕ супп. №10;Биокад;Россия;1;550;;
01000734601001019;Генферон 250тысМЕ супп. №10;Биокад ЗАО;Россия;1;284;;
01000734401001017;Генферон 500тыс.МЕ супп. №10;БИОКАД,ЗАО;Россия;1;390;;
01000817600000668;Генферон Лайт супп. 125000ме №10;Биокад;Россия;1;195;;
00000062000000149;Гепариновая мазь 25г туба;Алтайвитамины;Россия;2;29;Гепариносодержащие препараты для местного применения;
01000039300000304;Гепатрин капс. №30;Эвалар;Россия;5;128;;
00000374201000070;Гепатромбин Г супп. №10;*Хемофарм концерн А.Д.*;сербия и черногория;3;112.5;Гепариносодержащие препараты для местного применения;
00000374200000105;Гепатромбин Г супп. №10;Hemofarm;Югославия;3;110;Гепариносодержащие препараты для местного применения;
00000074200000105;Гепатромбин мазь 40г 30000ЕД;Hemofarm;Югославия;6;85;Гепариносодержащие препараты для местного применения;
00000157100000170;Гептрал таб. п/о 400мг №20;Knoll AG;Германия;1;1689;Аминокислоты и их производные;
01000126801000227;Гербамарин кардио сироп 0,35л;Уссурийский бальзам;Россия;1;79;;
01000127101000227;Гербамарин печеночный сироп 0,35л;Уссурийский бальзам;Россия;2;79;;
01000145000000020;Гербион женьшень капс 350мг №24;KRKA;Словения;1;180;;
01000524600000020;Гербион сироп первоцвета фл. 150мл;KRKA;Словения;4;150;;
00000306800000020;Гербион сироп подорожника фл. 150мл;KRKA;Словения;3;150;Прочие противокашлевые препараты в комбинации с отхаркивающими препаратами;
00000422500000315;Герперакс мазь 5% туба 5г;Micro Lab. Ltd.;Индия;7;64;Противовирусные препараты;
01000255101000383;Гиг. пакеты "SENI lady" air 150мл №20 мини;Bella/ TZMO SA;Польша;2;90;;
01000254901000383;Гиг. пакеты "SENI lady" air 350мл №15 экстра;Bella/ TZMO SA;Польша;3;175;;
01000308001000330;Гиг. пакеты Carefree® FlexiForm воздухопроницаемые 18 шт;JOHNSON & JOHNSON;Италия;1;97;;
01000225501000330;Гиг. пакеты Carefree® MAXI 20шт;JOHNSON & JOHNSON;Италия;1;113;;
01000298801000330;Гиг. пакеты Carefree® MAXI ароматизированные 20 шт;JOHNSON & JOHNSON;Италия;1;115;;
01000426601000287;Гиг. пакеты КОТЕКС (Ультра Драй найт №7 );Кимберли Кларк;Великобритания;3;70;;
01000609801001232;Гиг. пакеты НАТУРЕЛЛА (Ежедн Лайт №40);Procter & Gamble;Украина;1;105;;
01000609901001232;Гиг. пакеты НАТУРЕЛЛА (Ежедн Лайт №60);Procter & Gamble;Украина;3;139;;
01000188801000296;Гиг. пакеты ОЛВЕЙЗ (Ультра Нормал Сенситив №10);Проктер энд Гембл;Венгрия;4;68;;
01000544001001232;Гиг. пакеты ОЛДЕЙЗ (Дискрит Део Водная Лилия №100);Procter & Gamble;Украина;1;180;;
01000318801001232;Гиг. пакеты ОЛДЕЙЗ (Дискрит Део Океан Бриз №20);Procter & Gamble;Украина;3;41;;
01000543801001232;Гиг. пакеты ОЛДЕЙЗ (Дискрит Део Трио Океан Бриз №60);Procter & Gamble;Украина;2;117;;
01000543601001232;Гиг. пакеты ОЛДЕЙЗ (Дискрит дышашие трио №60);Procter & Gamble;Украина;7;41;;
01000357701001232;Гиг. пакеты ОЛДЕЙЗ (Дискрит Мультиформ №20);Procter & Gamble;Украина;2;39;;
01000761101000527;Гидрокортизон гл. мазь 0,5% 5г;Синтез (Курган) ОАО;Россия;2;52;;
00000003300000002;Гидрокортизон сусп. д\ин фл. 125мг\5 мл №1;Gedeon Richter;Венгрия;2;110;Глюкокортикоиды;
00000349400000271;Гидрокортизон-Пос N гл. мазь 1% 2,5г;Ursapharm Arzneimittel GmbH;Германия;2;79;Кортикостероиды;
00000349500000271;Гидрокортизон-Пос N гл. мазь 2,5% 2,5г;Ursapharm Arzneimittel GmbH;Германия;2;102;Кортикостероиды;
00000191300000038;Гидрокортизоновая мазь 1% 10г;Акрихин;Россия;2;22;Кортикостероиды слабоактивные (группа I);
00000323900000210;Гинезол 7 ваг. свечи 100мг №7;Sagmel Inc.;Сша;1;195;Производные имидазола;
01000687200000513;Гинепристон таб. 0,01 №1;Мир-Фарм ЗАО;Россия;1;170;;
00000350200000142;Гинипрал таб. 0,5мг №20;Nycomed Pharma;Норвегия;1;175.5;Токолитические препараты - симпатомиметики;
00000781000000304;Гинкго билоба таб. 0,2г №40;Эвалар;Россия;3;110;БАД, способствующие улучшению метаболизма в тканях головного мозга;
00000348600000133;Гинкор гель туба 40г;Beaufour Ipsen;Франция;1;260;Прочие веносклерозирующие препараты;
01001000500000304;Гинкоум капс 0,15г №30;Эвалар;Россия;1;105;;
01000016001000038;Гинофорт ваг. крем 20мг/г апл. 5г;Gedeon Richter;Сша;1;620;;
00000078100000071;Гиоксизон мазь 10г туба;Нижфарм ОАО;Россия;2;47;Кортикостероиды слабоактивные в комбинации с антибиотиками;
01000988501001613;Гипоролам 100мл;Медхимпром-ПХФК;Россия;14;30;;
00000003600000005;Гипотиазид таб. 25мг №20;Chinoin;Венгрия;1;88;Тиазидные диуретики;
00000003500000005;Гипотиазид таб.100мг №20;Chinoin;Венгрия;1;113;Тиазидные диуретики;
01000779900000240;Гирель таб. №50;Biologische Heilmittel Heel GmbH;Германия;1;185;;
01000989801000011;Гирудо актив крем д/лица интенсивный увлажняющий туба 60мл;Биокон;Украина;1;110;;
01000046600000752;Гистан крем 30мл;ВИС;Россия;2;190;;
01000888900000486;Гистохром амп. 0,02% 1мл;Ферейн/Тихоокеанский институт биоорганической хими;Россия;40;78;;
01000840201001261;Глево тбл 0,5 №5;ГЛЕНМАРК ФАРМАСЬЮТИКАЛЗ ЛТД;Индия;2;200.9;;
01000975301001579;Гленцет таб п/о 5мг №7;Гленмарк дженерикс лимитед;Индия;3;215;;
00000573401001621;Глиатилин амп. 1г №3;C S C / Фармакор;Россия;2;533;Прочие парасимпатомиметики;
00000579800000422;Глиатилин капс. 400мг №14;Italfarmaco/Фармакор;Россия;2;707;Прочие парасимпатомиметики;
00000546400000059;Глибомет таб. п/о 2,5мг/400мг №40;Berlin-Chemie;Германия;4;320;Комбинация бигуанидов и производных сульфанилмочевины;
01000875401000665;Глидиаб МВ таб 30 мг №60;Акрихин ХФК;Россия;2;200.5;;
00000568400000038;Глидиаб таб. 80мг №60;Акрихин;Россия;1;138;Производные сульфанилмочевины;
01000147700000633;Глина Косметическая Голубая 100г;ПолиСервис-М;Россия;1;25;;
01000147800000633;Глина Косметическая Розовая 100г;ПолиСервис-М;Россия;2;28;;
01000958000000633;Глина косметическая черная 100г;ПолиСервис-М;Россия;1;20;;
01000974901000665;Глиформин таб п/о 0,85г №60;Акрихин ХФК;Россия;2;192;;
00000351300000071;Глицерин свечи д/взрослых 2,75г №10;Нижфарм ОАО;Россия;6;69.5;Прочие слабительные препараты;
00000545200000417;Глицерин фл. 25г;Тверская ф.ф.;Россия;1;17;Прочие препараты для лечения заболеваний кожи;
00000108400000137;Глицин таб. 0,1г №50;Биотики МНПК;Россия;23;34;Другие психостимуляторы и ноотропные препараты;
00000108400000049;Глицин таб. 0,1г №50;Мосхимфармпрепараты;Россия;23;32;Другие психостимуляторы и ноотропные препараты;
01000900101000723;Глицин Форте Эвалар тбл №20;Эвалар ЗАО;Россия;2;60;;
00000435700000124;ГлюкаГен 1мг ГипоКит лиоф. пор. д/ин. фл. 1мг в комп. с р-лем шприц 1мл;Novo Nordisk;Дания;2;790;Гормоны, расщепляющие гликоген;
01000808101001166;Глюкованс таб 500мг/2.5мг №30;Мерк Сантэ с.а.с;Франция;2;182;;
01000820101001166;Глюкованс таб. 5мг/500мг №30;Мерк Сантэ с.а.с;Франция;1;137;;
00000260000000117;Глюкоза 5% р-р д/инф. фл. 200мл;Дальхимфарм;Россия;25;29.5;Прочие ирригационные растворы;
00000060700000117;Глюкоза 5% р-р д/инф. фл. 400мл;Дальхимфарм;Россия;1;33;Прочие ирригационные растворы;
01000016201000039;Глюкозамин-хондроитин комплекс Капс. №60;Фармакор продакшн ООО;Россия;1;347;;
01000631301000888;Глюкометр One Touch Ultra (набор);Johnson @ Lifescan;Сша;1;3074;;
01000908901001400;Глюкометр Акку-Чек PERFORMA;Roche Diagnostics GmbH;Сша;1;1782;;
01000861000000270;Глюкометр Акку-Чек Актив;Roche;Германия;1;1742;;
01000909101001400;Глюкометр Акку-Чек РERFORMA NANO;Roche Diagnostics GmbH;Сша;1;1850;;
00000771900000142;Глюкофаж таб. п/о 1000мг №30;Nycomed Pharma;Норвегия;3;220;Бигуаниды;
00000771901001166;Глюкофаж таб. п/о 1000мг №30;Мерк Сантэ с.а.с;Франция;3;215;Бигуаниды;
00000769900000142;Глюкофаж таб. п/о 1000мг №60;Nycomed Pharma;Норвегия;1;349.5;Бигуаниды;
00000758600000142;Глюкофаж таб. п/о 500мг №60;Nycomed Pharma;Норвегия;3;176;Бигуаниды;
00000758601001166;Глюкофаж таб. п/о 500мг №60;Мерк Сантэ с.а.с;Франция;3;201.5;Бигуаниды;
00000713800000142;Глюкофаж таб. п/о 850мг №60;Nycomed Pharma;Норвегия;5;227;Бигуаниды;
00000713801001166;Глюкофаж таб. п/о 850мг №60;Мерк Сантэ с.а.с;Франция;5;215;Бигуаниды;
01001017501001703;Гольфы Артемис а/варикоз 70den черн пак п/э №1;Кей Даблью Инновейшнс Ко Лтд;тайвань;1;120;;
00000408601000082;Горец птичий (спорыш) трава пачка 50г;Фарос-21 ООО;Россия;3;28;Препараты растительного происхождения диуретического действия;
01000872201000012;Горпилс растит. пастилки №12 (лимон);Gepach International;Индия;3;36;;
01000004701000237;Горпилс растит. пастилки №24 (мед - лимон);Джепак Интернейшнл;Индия;2;70.5;;
00000593300000520;Горчичник №10;Сарепта-Медипласт ЗАО;Украина;3;16;Пластыри;
01000830600000440;Горчичный пакет "Висмут" детский №10;Висмут;Украина;1;10.5;;
01000860501000885;Граммидин Нео с анестетиком табл №18;Валента Фармацевтика ОАО;Россия;4;150;;
01000928401000885;Граммидин Нео табл №18;Валента Фармацевтика ОАО;Россия;4;150;;
00000004000000003;Грандаксин таб. 0,05г №20;Egis;Венгрия;2;170;Производные бензодиазепина;
01000005900000003;Грандаксин таб. 0,05г №60;Egis;Венгрия;1;400;;
01000929201001365;Гребень Full Marks для обнаружения головных вшей и их яиц;SSL International plc;Великобритания;1;42.5;;
01000573601000382;Грелка - аппликатор солевая №1 Лор;Дельта-терм ООО;Россия;1;129;;
01000148001000250;Грелка комбинированная Меридиан 2л;ДГМ Фарма Аппарате АГ;Китай;1;140;;
00001022200000786;Грелка обычная №3;Киевгума;Украина;2;113.5;Прочие изделия медицинского назначения;
01000867001000883;Грелка полупрозр.в махр.чехле 1л 0+;Сан Бонд Интернэшнл Компани Лимитид;Китай;1;389;;
00000988700000737;Грелка резиновая №2;Альфапластик;Россия;1;98.5;Прочие изделия медицинского назначения;
01000823101000382;Грелка солевая "Детская";Дельта-терм ООО;Россия;1;203;;
01000809201000382;Грелка солевая "Матрасик";Дельта-терм ООО;Россия;1;450;;
01000809301000382;Грелка солевая "Мишка";Дельта-терм ООО;Россия;1;157.5;;
01000295401000382;Грелка-аппликатор солевая №1 Воротник;Дельта-терм ООО;Россия;1;800;;
01000033701000073;Гриппофлю, №10 (клюква);МАРБИОФАРМ ICN;Россия;3;130;;
00000749700000551;Гриппферон 10000МЕ/мл капли в нос фл. 10мл;Фирн-М;Россия;3;266.5;Интерфероны;
00000405101000634;Грудной эликсир 25 мл;Тульская Фарм.Ф;Россия;3;15;Другие комбинированные препараты, применяемые при простудных заболеваниях;
01000581801000810;Губка гемостатическая 5х5 см;БЕЛКОЗИН;Россия;2;92.5;;
01000027501001335;Гумивит фл 0,33л;Биокорд;Россия;4;140;;
00000185901001254;Гутталакс капли 15мл;БЕРИНГЕР ИНГЕЛЬХАЙМ ИТАЛИЯ С.П.А;Италия;1;235;Контактные слабительные препараты;
00000134600000061;Гутталакс капли 30мл;Boehringer Ingelheim;Германия;1;330;Контактные слабительные препараты;
01000033901000017;Гэвкамен мазь 25 г;Борисовский завод;Беларусь;4;39.5;;
01001002401001658;Далацин 1% 30,0 гель;Фармация и апджон кампани;Сша;1;710;;
00000646000000046;Далацин супп. вагин. 100мг №3 с апликатором;Pharmacia & Upjohn;Сша;1;562;Антибиотики;
00000638401000127;Де-нол таб. 120мг №56;Astellas Pharma Europe B.V;Нидерланды;1;625;Прочие противоязвенные препараты;
00000489001000044;Девясил корневища и корни 50г;Красногорсклексредства ОАО;Россия;2;36.5;Отхаркивающие и противопростудные препараты растительного происхождения;
00000466501000189;Деготь березовый фл. 40мл;Фармфабрика Санкт-Петербурга;Россия;1;73.5;Прочие антисептики и дезинфицирующие препараты;
01000856901001314;Дезодорант на минеральной основе DeoIce 100г;Рейн энд Фреш;Тайланд;1;420;;
01000902400000722;Дезодорант-Ролик д/мальчиков фл. 50мл;Beiersdorf AG;Германия;1;105.5;;
01000902200000722;Дезодорант-Спрей д/девочек фл. 100мл;Beiersdorf AG;Германия;1;92.5;;
00000004300000002;Декарис таб. 150мг №1;Gedeon Richter;Венгрия;2;78;Производные имидазотиазола;
00000004200000002;Декарис таб. 50мг №2;Gedeon Richter;Венгрия;4;74;Производные имидазотиазола;
01000016600000059;Дексалгин 25 таб. п/о №10;Berlin-Chemie;Германия;2;225;;
01000789301001120;Дексалгин амп 25 мг/мл 2 мл №5;Менарини А. Мэнюфенчеринг Лоджистикс;Италия;1;368;;
01000945501000924;Дексаметазон гл.капли 0,1% фл 10мл;К.О.Ромфарм Компани С.р.Л;Румыния;1;55;;
00000056800000020;Дексаметазон таб. 0,5мг №10;KRKA;Словения;3;40;Глюкокортикоиды;
00000409100000309;Дексона капли фл. 5мл;Cadila Lab.;Индия;4;70;Глюкокортикоиды в комбинации с противомикробными препаратами;
01000803801000007;Декспантенол мазь 5% 30г туба;ВЕРТЕКС ЗАО;Россия;1;90;;
00000340900000162;Депакин-хроно таб. п/о 300мг №100;Sanofi;Франция;1;1233;Производные жирных кислот;
00000142200000162;Депакин-хроно таб. п/о 500мг №30;Sanofi;Франция;1;601;Производные жирных кислот;
01000832400000071;Депантол супп ваг №10;Нижфарм ОАО;Россия;3;330;;
01001014000000339;Депренорм МВ таб. п/о 35мг №60;Канонфарма Продакшн;Россия;1;340;;
00000471900000343;Деринат р-р 0,25% фл. 10мл;Техномедсервис ЗАО ФП;Россия;3;210;Прочие препараты для лечения заболеваний кожи;
00000472000000343;Деринат р-р 0,25% фл.-капельница 10мл;Техномедсервис ЗАО ФП;Россия;1;274;Прочие препараты для лечения заболеваний кожи;
00000472100000343;Деринат р-р д/ин. 1,5% 5мл №5;Техномедсервис ЗАО ФП;Россия;1;1597;Прочие препараты для лечения заболеваний кожи;
00000053501000812;Дермовейт мазь 25г;ГлаксоСмитКляйн Фармасьютикалз С.А;Польша;1;305;Кортикостероиды умеренноактивные (группа II);
01000552001000761;Детоксал 75 таб. №30;Востокфарм;Россия;1;100;;
01000284000000443;Детралекс таб п/о 500мг №60;Servier/Egis;Франция;1;1180;;
00000111300000076;Детралекс таб. п/о 500мг №30;Servier;Франция;2;630;Биофлавоноиды;
01000833801001247;Детское питание нектар морковь 200мл;Прогресс ОАО;Россия;1;22;;
01000941001001247;Детское питание Нектар яблоко вишня с мяк. с 3-х лет 0.2л;Прогресс ОАО;Россия;3;15.5;;
01000934001000328;Детское питание нектар яблоко-слива 125мл;Лебедянский ОАО;Россия;1;11;;
01000956801000328;Детское питание пюре брокколи 105г;Лебедянский ОАО;Россия;1;30;;
01000762701001247;Детское питание пюре морковь с яблоком 100г;Прогресс ОАО;Россия;2;30;;
01000834301001247;Детское питание пюре сливки с яблоком 250г;Прогресс ОАО;Россия;4;35;;
01000955501001247;Детское питание пюре Фрутоняня яблоко персик 112г;Прогресс ОАО;Россия;1;30;;
01000956701001247;Детское питание пюре цветная капуста кабачок 105г;Прогресс ОАО;Россия;1;30;;
01000781601000328;Детское питание пюре цветная капуста с 4,5мес. 105г;Лебедянский ОАО;Россия;1;30;;
01000956601001247;Детское питание пюре яблоко кабачок 105г;Прогресс ОАО;Россия;1;30;;
01000862601001247;Детское питание пюре яблоко натуральное 110г;Прогресс ОАО;Россия;2;30;;
01000934401001247;Детское питание пюре яблоко-черная и красная смородина 112г;Прогресс ОАО;Россия;1;30;;
01000955701001247;Детское питание сок Фрутоняня яблоко персик 170мл;Прогресс ОАО;Россия;1;33;;
01000955801001247;Детское питание сок Фрутоняня яблоко черная смородина 170мл;Прогресс ОАО;Россия;1;33;;
01000763901001247;Детское питание сок черная смородина с яблоком 200мл;Прогресс ОАО;Россия;2;33;;
01000871900000102;Джес табл №28;Schering AG;Германия;3;810;;
01001004101001490;Диабетика Сироп Клюква на фруктозе Bifrut 250мл;Нектар + ООО;Россия;2;106;;
01001035601001126;Диабетика Хлебцы круглые зерновые Соленые 100г;Декорт ПК ООО;Россия;1;21;;
00000748300000076;Диабетон МВ таб. 30мг №60;Servier;Франция;2;330.5;Производные сульфанилмочевины;
01000191800000620;ДиаДерм крем для тела регенерирующий 46мл;Сувенир/Аванта;Россия;1;135;;
01001014901000963;ДиаДерм Крем-тальк для тела 75мл;АВАНТА, ОАО;Россия;1;102;;
00000096300000130;Диазолин др. 100мг №10;Щелковский витам.з-д;Россия;10;50;Прочие антигистаминные препараты для системного применения;
00000224501000885;Диазолин др. 50мг №10;Валента Фармацевтика ОАО;Россия;3;36;Прочие антигистаминные препараты для системного применения;
00000691100000211;Диазолин др. 50мг №20;Фармак А.Ф.;Украина;2;73;Прочие антигистаминные препараты для системного применения;
00000027900000019;Диакарб таб. 250мг №24;Polpharma;Польша;2;197;Ингибиторы карбоангидразы;
00000148000000102;Диане-35 др. №21;Schering AG;Германия;3;745;Антиандрогены и эстрогены;
